ds,y,humidity,temp,gtrends_allergie,gtrends_pollen allergie,gtrends_heuschnupfen,gtrends_pollen,influenza,pollution_Zurich_no2,pollution_Zurich_o3,pollution_Zurich_pm10,pollution_Zurich_pm25,pollution_Zurich_so2
2022-10-24,3.6187283601413878,85.792328042328,288.52955026454975,85,41,3,46,14.0,8.94285714285714,7.52857142857142,16.8571428571428,2.42857142857142,0.314285714285714
2022-10-31,3.688544964083585,79.41732804232801,288.33367724867674,74,20,0,44,25.5,12.2857142857142,1.88571428571428,17.5714285714285,4.57142857142857,0.442857142857142
2022-11-07,3.1455927746604093,81.8439153439153,282.9956415343909,107,0,51,27,42.5,8.97142857142857,9.11428571428571,10.2857142857142,2.42857142857142,0.257142857142857
2022-11-14,3.2536184242556994,84.4874338624338,282.71580687830647,93,21,75,77,69.5,10.9,3.98571428571428,11.7142857142857,2.83333333333333,0.333333333333333
2022-11-21,3.6065128609149797,81.50476190476186,281.10160873015826,30,0,9,34,119.5,8.87142857142857,14.1714285714285,7.71428571428571,1.85714285714285,0.285714285714285
2022-11-28,4.067275751509982,80.22891534391529,278.997504497354,120,14,120,97,256.5,9.88571428571428,10.2857142857142,9.28571428571428,2.28571428571428,0.342857142857142
2022-12-05,5.025507836631143,86.39071428571424,277.45407513227474,24,54,16,79,534.5,9.5,7.32857142857142,13.4285714285714,2.57142857142857,0.328571428571428
2022-12-12,5.0181187971388415,82.34351851851847,273.64239947089914,101,0,34,108,1071.0,14.8285714285714,3.75714285714285,17.0,3.5,0.399999999999999
2022-12-19,5.7387268890367205,85.8624338624338,274.39356481481434,50,0,93,16,1951.0,16.6428571428571,4.12857142857142,21.1428571428571,4.0,0.5
2022-12-26,5.905826291870593,87.35251322751316,281.1477050264545,45,0,38,11,1732.5,9.58571428571428,13.5714285714285,10.0,2.28571428571428,0.428571428571428
2023-01-02,4.7702228676998235,82.7513227513227,281.16225529100467,146,9,72,37,1011.5,7.27142857142857,13.6428571428571,7.71428571428571,1.85714285714285,0.371428571428571
2023-01-09,4.263449394338521,87.28306878306873,279.9278108465604,109,28,3,64,414.0,8.04285714285714,14.1285714285714,7.85714285714285,1.71428571428571,0.3
2023-01-16,2.863922790670671,78.57208994708989,278.21733465608423,9,0,13,87,330.0,5.61428571428571,24.3285714285714,5.0,1.0,0.3
2023-01-23,3.7617700640734553,77.00925925925922,272.2162632275128,90,48,5,76,352.0,12.0714285714285,12.5857142857142,12.2857142857142,2.28571428571428,0.399999999999999
2023-01-30,4.223840821740531,78.19246031746027,273.41467592592545,172,56,6,97,533.0,8.1,11.1571428571428,13.1428571428571,2.0,0.342857142857142
2023-02-06,4.133799309608236,73.07275132275129,277.2274867724863,110,5,18,90,676.5,7.34285714285714,20.2,9.28571428571428,1.71428571428571,0.385714285714285
2023-02-13,3.6424269658585184,70.1183862433862,274.57667328042294,127,40,56,198,664.5,14.9571428571428,6.92857142857142,20.8571428571428,3.85714285714285,0.542857142857142
2023-02-20,3.335813967065394,70.98677248677244,280.4144510582006,58,98,86,268,638.0,12.5,11.3571428571428,14.1428571428571,3.42857142857142,0.514285714285714
